Comic_ID,Publish Date,Comic-book Title,Price,Publisher,Est. units,Unformatted Total,Total
315110284,2011,Ultimate Comics Hawkeye,3.99,Marvel,39400.0,157206.0,157.21K
315110285,2011,Wolverine,3.99,Marvel,39300.0,156807.0,156.81K
315110286,2011,Wolverine,3.99,Marvel,39300.0,156807.0,156.81K
315110287,2011,Invincible Iron Man,3.99,Marvel,39200.0,156408.0,156.41K
315110288,2011,X-Men,3.99,Marvel,39100.0,156009.0,156.01K
315110289,2011,X-Men Legacy,2.99,Marvel,39100.0,116909.00000000001,116.91K
315110290,2011,New Mutants,2.99,Marvel,39000.0,116610.00000000001,116.61K
315110291,2011,Ultimate Comics New Ultimates,3.99,Marvel,39000.0,155610.0,155.61K
315110292,2011,Herc,3.99,Marvel,38900.0,155211.0,155.21K
315110293,2011,Daredevil,2.99,Marvel,38800.0,116012.00000000001,116.01K
315110294,2011,Astonishing X-Men,3.99,Marvel,38800.0,154812.0,154.81K
315110295,2011,Avengers Prime,3.99,Marvel,38800.0,154812.0,154.81K
315110296,2011,X-Men Legacy,2.99,Marvel,38600.0,115414.00000000001,115.41K
315110297,2011,Daredevil,2.99,Marvel,38500.0,115115.00000000001,115.12K
315110298,2011,X-Men Legacy,2.99,Marvel,38400.0,114816.00000000001,114.82K
315110299,2011,Wolverine,3.99,Marvel,38300.0,152817.0,152.82K
315110300,2011,Wolverine,3.99,Marvel,38300.0,152817.0,152.82K
315110301,2011,X-Men,2.99,Marvel,38300.0,114517.00000000001,114.52K
315110302,2011,Invincible Iron Man,3.99,Marvel,38300.0,152817.0,152.82K
315110303,2011,Secret Avengers,3.99,Marvel,38200.0,152418.0,152.42K
315110304,2011,Astonishing X-Men,3.99,Marvel,38100.0,152019.0,152.02K
315110305,2011,Ultimate Comics X,3.99,Marvel,38100.0,152019.0,152.02K
315110306,2011,Mighty Thor,3.99,Marvel,38000.0,151620.0,151.62K
315110307,2011,Wolverine,3.99,Marvel,38000.0,151620.0,151.62K
315110308,2011,X-Men Legacy,2.99,Marvel,37900.0,113321.00000000001,113.32K
315110309,2011,Astonishing X-Men,3.99,Marvel,37600.0,150024.0,150.02K
315110310,2011,Carnage USA,3.99,Marvel,37600.0,150024.0,150.02K
315110311,2011,Moon Knight,3.99,Marvel,37400.0,149226.0,149.23K
315110312,2011,Venom,2.99,Marvel,37400.0,111826.00000000001,111.83K
315110313,2011,Wolverine,3.99,Marvel,37400.0,149226.0,149.23K
315110314,2011,Ultimate Comics Captain America,3.99,Marvel,37300.0,148827.0,148.83K
315110315,2011,Ultimate Comics X-Men,3.99,Marvel,37100.0,148029.0,148.03K
315110316,2011,Captain America and Bucky,2.99,Marvel,36800.0,110032.00000000001,110.03K
